"Q1"	"Q2"	"Q3"	"Q4"	"Q5"	"Q6"	"Q7"	"Q8"	"Q9"	"Q10"	"Q11"	"Q12"	"Q13"	"Q14"	"Q15"	"Q16"	"Q17"	"Q18"	"Q19"	"Q20"	"Q21"	"Q22"	"Q23"	"Q24"	"Q25"	"Q26"	"country"	"introelapse"	"testelapse"	"surveyelapse"	"TIPI1"	"TIPI2"	"TIPI3"	"TIPI4"	"TIPI5"	"TIPI6"	"TIPI7"	"TIPI8"	"TIPI9"	"TIPI10"	"VCL1"	"VCL2"	"VCL3"	"VCL4"	"VCL5"	"VCL6"	"VCL7"	"VCL8"	"VCL9"	"VCL10"	"VCL11"	"VCL12"	"VCL13"	"VCL14"	"VCL15"	"VCL16"	"education"	"urban"	"gender"	"engnat"	"age"	"screenw"	"screenh"	"hand"	"religion"	"orientation"	"voted"	"married"	"familysize"	"major"	"race_arab"	"race_asian"	"race_black"	"race_white"	"race_hispanic"	"race_nativeam"	"race_nativeau"	"race_other"	"nerdy"	"ASD"
4	4	4	2	5	4	5	5	4	3	3	4	4	1	3	5	5	5	5	5	2	5	5	4	2	5	"BN"	3	82	179	6	5	6	5	7	3	6	2	4	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	2	21	768	1024	2	10	1	2	1	6	"Human Biology"	0	1	0	0	0	0	0	0	7	2
4	2	4	3	5	4	5	3	4	5	2	5	2	5	1	5	4	5	2	4	1	3	5	5	4	5	"US"	887	78	76	2	6	5	5	7	5	2	3	5	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	1	1	1	23	1920	1080	1	1	2	2	1	2	"Engineering"	0	0	0	1	0	0	0	0	7	2
5	3	5	5	5	5	5	4	4	3	3	5	3	3	3	3	3	5	5	4	4	3	4	5	5	4	"SG"	2	81	131	7	6	7	7	5	2	5	6	5	5	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	1	1	3	1	1	15	1280	800	1	8	1	2	1	2	""	0	1	0	0	0	0	0	0	7	2
3	4	4	3	4	3	5	4	4	2	3	4	4	5	3	5	4	4	4	4	1	2	4	4	5	4	"DE"	11	89	138	3	5	5	4	6	5	5	6	5	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	2	33	1680	1050	1	2	1	2	1	2	""	0	0	0	1	0	0	0	0	6	2
1	1	1	1	1	3	3	4	1	2	5	1	2	2	1	5	3	2	5	3	5	1	3	1	1	1	"US"	2	114	187	7	4	6	4	5	4	6	4	6	1	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	2	1	13	1366	768	3	4	1	2	1	4	""	0	0	0	1	1	1	0	1	1	2
5	5	5	5	5	3	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	3	5	5	1	3	"US"	13744	132	59220	1	7	7	7	7	7	7	7	1	4	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	2	1	22	768	1024	1	12	2	2	1	4	""	0	0	0	1	0	0	0	0	7	2
1	3	4	2	3	3	4	2	2	2	1	4	2	1	1	4	2	1	2	1	1	1	1	3	4	4	"US"	40	246	217	5	2	3	5	2	5	6	6	3	3	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	3	2	1	1	24	1366	768	1	7	1	1	1	1	"Organizational Behavior"	0	0	0	1	0	0	0	0	3	1
5	5	5	5	5	5	5	5	5	5	4	5	5	4	5	5	5	5	2	5	5	5	5	5	5	5	"US"	4	58	163	5	6	6	7	3	2	3	3	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	2	3	2	1	15	414	736	1	6	1	2	1	2	""	0	0	1	0	0	0	0	0	7	2
3	4	4	2	4	4	5	4	4	4	2	4	3	3	4	4	3	4	2	4	2	2	4	4	3	4	"NO"	1	106	199	5	4	6	6	3	2	6	0	3	3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	3	2	2	16	228	240	1	10	1	2	1	2	"Medical Science"	0	1	0	0	0	0	0	0	6	2
3	5	4	2	5	4	5	4	5	5	5	5	2	5	1	5	4	5	5	5	5	1	2	4	4	5	"US"	103	89	121	3	5	6	4	3	6	6	6	7	5	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	2	1	1	23	1366	768	1	4	1	2	1	4	"Civil Engineering"	0	0	0	1	0	0	0	0	6	2
5	2	5	5	5	5	3	5	5	4	4	3	5	4	1	5	5	2	5	5	5	4	5	4	1	4	"GR"	2	83	128	3	5	3	6	6	5	5	6	3	3	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	3	2	2	22	357	595	1	1	2	1	1	2	"Early education"	0	0	0	1	0	0	0	0	5	2
3	2	4	4	5	4	5	2	5	5	4	4	3	4	2	3	3	4	5	4	2	2	5	4	4	3	"AT"	5	93	124	3	6	6	2	6	6	6	3	7	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	1	1	2	29	1280	800	1	2	1	2	1	2	"Psychology"	0	0	0	1	0	0	0	0	6	2
4	1	5	4	2	4	2	5	2	2	1	3	3	2	3	2	4	1	3	2	5	2	3	2	1	3	"US"	2	538	234	4	4	7	7	5	6	7	6	4	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	2	1	15	375	667	1	4	1	2	1	4	""	0	0	0	1	0	0	0	0	2	2
4	3	5	4	4	5	4	5	4	5	1	4	5	4	2	5	5	4	3	5	1	1	5	4	2	4	"GB"	8	62	70	1	3	3	3	3	7	4	5	5	6	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	2	1	30	1440	900	1	2	3	1	1	1	"Phiolosophy"	0	0	0	1	0	0	0	0	6	2
2	5	4	2	4	4	5	2	2	3	3	5	1	3	2	1	1	4	1	3	1	1	2	3	5	4	"US"	32	123	128	6	4	3	3	6	3	5	3	6	5	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	2	1	1	23	1366	768	2	1	1	2	1	3	"International Business"	0	0	0	1	0	0	0	0	4	2
4	5	4	5	3	2	5	4	3	4	4	5	3	4	3	3	4	4	2	3	3	1	1	4	3	4	"US"	4	132	139	5	6	4	5	5	3	2	5	5	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	17	1366	768	1	1	1	2	1	3	""	0	1	0	0	0	0	0	0	4	2
4	5	3	4	5	5	5	3	5	2	5	5	5	4	5	2	2	5	3	4	4	2	5	4	2	5	"US"	46	93	189	7	3	5	7	6	2	7	3	4	2	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	2	3	2	1	38	360	640	1	7	2	2	3	4	""	0	0	0	1	0	0	0	0	6	2
5	4	1	1	1	1	3	4	1	1	5	1	1	1	5	1	1	3	5	1	5	1	1	3	1	1	"US"	13	68	169	7	4	3	4	7	1	7	7	3	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	19	360	640	1	12	3	2	1	2	""	0	0	0	1	0	0	0	0	5	2
4	5	5	4	4	5	5	4	5	5	3	4	5	4	3	5	4	4	2	4	4	5	5	4	3	4	"SG"	73	65	125	2	5	2	5	6	7	5	7	2	5	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	2	3	2	1	18	1366	768	1	2	1	2	1	2	""	0	1	0	0	0	0	0	0	6	2
4	5	5	4	3	3	5	4	2	5	1	5	4	4	1	2	5	5	4	3	1	1	5	3	4	4	"GB"	2	111	117	1	2	7	1	6	7	3	2	6	3	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	3	2	1	1	45	1280	1024	1	2	1	1	2	2	"biology"	0	0	0	1	0	0	0	0	5	2
4	4	5	4	5	2	4	5	4	4	2	4	4	4	4	3	5	5	4	5	0	3	2	5	2	4	"SI"	3	235	123	2	5	4	5	5	6	3	4	2	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	2	2	16	1440	900	1	2	2	2	1	2	""	0	0	0	1	0	0	0	0	5	2
5	4	5	4	4	4	5	5	5	5	3	4	5	4	2	5	5	5	5	5	5	5	3	5	3	5	"GB"	1	113	100	1	5	5	5	3	7	5	6	5	2	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	2	1	14	1920	1080	1	1	1	2	1	2	""	0	0	0	1	0	0	0	0	6	2
4	5	3	3	5	5	5	5	5	5	3	4	5	5	3	4	5	5	3	5	5	5	5	5	1	5	"US"	11	92	222	6	4	5	4	7	1	5	3	3	1	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	3	1	2	1	20	375	667	2	12	1	2	1	2	"Classical Music Performance"	0	0	0	1	0	0	0	0	3	2
4	2	5	3	2	3	3	5	2	2	1	2	3	1	3	5	4	5	3	2	5	1	1	3	2	4	"US"	10	124	185	6	7	7	6	4	3	5	6	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	1	1	19	375	667	1	4	3	2	1	2	"English"	0	0	0	1	0	1	0	0	4	2
3	5	5	3	3	2	2	4	4	4	4	4	2	2	4	4	4	2	5	2	4	1	5	5	2	4	"CA"	4	89	242	3	5	3	7	5	6	3	7	2	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	22	1366	768	1	1	3	1	1	2	""	0	0	0	1	0	0	0	0	6	2
2	5	4	2	1	3	5	3	4	3	2	3	4	3	4	3	3	5	4	4	2	2	5	5	2	3	"US"	21	85	170	5	3	6	7	5	5	6	2	3	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	18	320	568	1	1	1	2	1	2	""	0	1	0	1	0	0	0	0	5	2
5	5	5	4	5	4	4	5	4	5	3	4	3	3	5	5	4	1	4	3	3	1	5	4	4	4	"CA"	15	95	143	5	2	6	6	6	7	6	3	6	3	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	3	1	22	1366	768	1	2	2	1	1	2	""	0	0	0	1	0	0	0	0	6	2
3	2	5	4	3	4	5	4	4	3	1	5	4	4	3	4	4	5	1	5	1	4	5	5	3	4	"CA"	4	84	130	2	5	7	5	5	6	5	1	4	3	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	2	2	2	1	17	1440	900	1	1	1	2	1	1	"Environmental Engineering"	0	0	0	1	0	0	0	0	5	2
5	5	5	5	4	5	5	5	5	5	3	3	5	5	5	5	5	5	5	5	5	5	5	5	3	5	"GB"	6	49	105	1	5	5	6	6	7	1	2	5	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	3	2	1	20	1366	768	1	7	4	2	1	2	"psychology"	0	0	0	1	0	0	0	0	7	2
4	2	5	4	4	3	1	4	2	4	3	2	3	2	3	4	4	3	3	3	2	1	4	4	2	3	"SG"	30	113	268	5	3	3	6	5	5	7	6	4	5	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	3	2	1	18	320	568	1	3	1	2	1	1	""	0	1	0	1	0	0	0	0	5	2
5	5	4	5	3	4	4	5	4	5	5	5	5	5	5	5	5	3	5	4	5	3	5	4	3	5	"US"	75	155	626	3	5	5	7	5	7	6	4	3	2	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	2	1	24	360	640	1	2	1	2	1	2	"English"	0	0	0	1	0	0	0	0	7	2
4	3	1	3	1	3	3	5	3	5	5	3	3	5	1	3	1	1	5	1	5	1	5	5	5	3	"US"	24	107	182	7	7	6	6	7	5	7	6	5	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	2	2	1	1	23	360	640	1	4	1	2	1	2	""	0	1	0	0	0	0	0	0	7	2
3	5	4	4	5	4	5	5	4	4	5	5	3	4	4	5	4	3	5	3	4	2	5	4	5	5	"CL"	16	81	125	5	7	6	7	5	7	7	4	1	4	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	3	2	2	25	1600	900	1	1	2	1	1	2	"English Pedagogy"	0	0	0	0	1	0	0	0	6	2
4	1	5	4	1	4	4	1	1	2	1	1	1	5	1	3	3	5	1	4	1	1	1	4	1	5	"US"	22	86	173	6	1	7	5	7	6	7	1	5	4	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	2	2	1	18	375	667	1	7	1	2	1	3	""	0	0	0	1	0	0	0	0	5	2
5	5	4	5	4	5	5	4	5	4	4	5	3	3	5	3	3	5	5	3	5	2	5	5	4	5	"US"	4	110	179	7	6	4	6	7	1	7	5	3	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	2	2	2	1	18	320	568	1	1	2	2	1	3	""	0	0	0	1	0	0	0	0	6	2
5	2	4	5	3	4	4	4	5	4	2	2	3	3	3	4	4	5	5	3	5	1	5	4	1	4	"US"	9	104	185	5	7	6	2	6	3	4	3	4	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	2	3	2	1	21	375	667	1	7	2	1	1	1	"English "	0	0	0	1	0	1	0	0	6	2
5	5	5	5	4	5	3	4	5	3	3	5	4	5	4	4	3	5	3	5	5	2	5	5	2	4	"US"	4	224	163	2	5	5	7	6	7	7	5	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	2	2	1	15	360	640	1	4	2	2	1	2	""	0	0	0	1	0	0	0	0	7	2
3	3	4	2	2	2	2	2	3	4	1	1	1	3	2	2	2	5	1	3	3	2	3	4	4	3	"US"	5	123	185	5	5	6	3	6	5	5	4	5	3	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	18	320	568	1	6	1	2	1	2	"journalism"	0	0	0	1	0	0	0	0	3	2
3	4	4	5	5	4	5	3	5	4	1	4	3	3	5	3	3	3	4	3	4	3	4	5	5	5	"MX"	29	111	193	4	5	6	4	6	7	6	6	4	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	2	3	3	2	17	320	568	1	4	4	2	1	3	"Animation"	0	0	0	1	1	0	0	0	4	2
4	5	5	5	1	3	2	3	5	4	1	5	3	2	5	4	1	1	1	2	1	1	4	5	3	3	"US"	10	105	187	6	5	5	7	7	3	6	5	5	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	3	2	2	1	19	375	667	1	7	1	2	1	1	"Music"	0	0	0	1	0	0	0	0	4	2
4	2	4	4	1	4	3	4	3	3	2	2	4	4	4	5	3	4	2	2	2	3	5	3	1	4	"US"	9	85	175	3	2	6	5	6	7	7	5	6	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	1	23	360	640	1	4	1	1	1	1	"Music"	0	0	0	0	1	0	0	0	5	2
2	5	4	1	1	4	5	2	3	4	1	5	2	2	4	2	1	5	3	3	1	3	5	3	2	3	"US"	3	92	191	7	2	6	7	7	3	7	2	6	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	2	1	20	320	568	1	4	0	2	1	4	"Speech, language and hearing sciences"	0	0	0	0	1	0	0	0	5	2
4	5	5	4	2	4	4	4	3	4	5	2	1	2	3	5	4	4	4	2	4	1	3	5	2	4	"US"	6	204	170	2	1	3	5	6	6	5	7	2	5	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	3	2	1	23	1600	900	1	12	4	2	1	3	""	0	0	0	0	1	1	0	0	5	2
5	5	5	1	3	3	3	5	2	1	4	5	5	3	5	2	3	5	2	3	4	5	5	3	1	2	"US"	2	74	142	1	4	6	7	4	7	5	4	6	3	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2	2	2	1	19	320	568	2	6	2	2	1	2	""	0	0	0	1	0	0	0	0	7	2
1	1	3	1	5	5	4	4	4	5	1	1	5	4	4	3	3	5	1	5	1	1	5	4	1	3	"US"	14	104	226	3	7	7	5	5	6	6	1	5	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	3	2	1	18	375	667	1	4	1	2	1	3	""	0	0	0	1	0	0	0	0	4	2
4	2	4	4	3	4	2	2	3	4	4	3	1	3	4	2	1	4	3	4	5	4	4	4	1	5	"US"	9	96	140	5	3	5	6	7	6	7	5	3	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	2	2	2	1	19	1366	768	3	7	2	2	1	2	"Psychology"	0	0	0	1	0	0	0	0	5	2
3	4	5	4	3	1	4	1	5	4	1	3	1	3	2	3	2	2	5	3	1	1	5	5	1	4	"GB"	78	303	235	6	3	6	7	7	5	7	2	4	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2	3	2	1	19	375	667	2	2	2	2	1	2	"Film "	0	0	0	1	0	0	0	0	5	2
4	5	4	5	4	5	5	4	4	4	4	4	3	4	4	3	3	5	3	4	2	1	3	4	1	4	"US"	16	90	261	5	6	4	6	6	2	3	6	3	1	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	2	3	2	1	17	1280	800	1	2	2	2	1	6	""	0	0	0	1	0	0	0	0	6	2
4	4	5	4	2	2	4	5	3	3	3	4	5	2	4	5	5	1	4	3	1	3	4	4	4	3	"US"	6	97	156	4	4	5	7	5	7	7	3	4	4	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	3	2	1	23	360	640	1	12	2	2	2	4	""	0	0	0	1	0	0	0	0	6	2
5	5	5	5	3	5	5	5	5	3	5	5	3	3	3	5	4	5	5	5	1	4	5	4	1	5	"US"	7	109	212	2	4	3	6	7	5	7	2	3	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	25	360	640	1	7	5	1	1	3	""	0	0	0	1	0	0	0	0	7	2
2	3	4	3	4	4	4	4	4	4	1	4	5	5	2	5	4	5	2	4	5	2	5	4	2	4	"IE"	6	106	275	3	2	5	6	6	5	7	5	3	3	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	2	1	19	375	667	1	1	1	2	1	2	"English education"	0	0	0	1	0	0	0	0	6	2
5	5	2	5	5	5	5	3	5	5	5	5	5	5	4	4	4	5	5	5	2	1	5	5	5	5	"US"	2	72	122	2	7	6	5	6	6	4	5	2	7	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	2	3	1	1	34	1920	1080	1	2	1	2	2	4	"Computer Science"	0	0	0	1	0	0	0	0	7	2
4	4	5	4	3	3	1	2	3	3	1	2	2	3	5	3	2	4	4	3	5	2	5	3	1	2	"US"	3	126	147	6	5	6	5	6	7	4	1	6	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	3	2	1	16	1366	768	1	4	1	2	1	2	"N/A"	0	0	0	1	0	0	0	0	3	2
3	5	5	3	4	2	4	4	3	5	2	4	4	3	4	5	4	4	3	3	4	1	0	4	4	3	"PL"	5	74	114	1	5	2	5	5	6	5	5	5	5	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	3	2	2	21	1366	768	1	2	4	1	1	2	""	0	0	0	1	0	0	0	0	5	2
3	4	5	2	3	4	4	5	5	3	5	3	4	2	5	4	4	1	5	4	2	2	5	5	5	5	"US"	12	82	145	2	1	5	5	3	7	6	3	4	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	2	2	2	1	19	375	667	1	7	1	2	1	3	"Graphic Arts"	0	0	0	1	0	1	0	0	6	2
5	4	2	2	5	3	5	4	4	3	4	3	3	2	4	1	3	1	5	3	4	1	4	3	4	2	"FI"	12	192	199	7	5	3	4	6	1	7	6	3	2	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	2	22	360	640	1	1	5	2	1	2	"laboratory studies"	0	0	0	1	0	0	0	0	5	2
4	5	5	5	2	3	5	5	5	4	4	4	4	3	2	2	2	5	5	4	3	2	3	4	3	4	"US"	30	104	187	2	5	6	5	7	4	5	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	3	1	1	17	1440	900	1	2	1	2	1	3	""	0	0	0	1	0	0	0	0	6	2
5	5	5	3	2	4	5	5	5	5	5	5	4	3	5	5	4	4	3	5	1	2	5	3	3	5	"US"	36	93	175	4	5	6	2	6	6	5	5	6	5	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	4	2	2	1	21	360	640	1	1	1	1	1	2	""	0	0	1	0	0	0	0	0	7	2
5	0	4	5	5	4	5	5	5	3	5	5	5	4	5	5	4	5	5	4	2	2	5	5	4	5	"GB"	4	56	111	5	5	5	6	7	3	6	5	4	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	2	3	2	1	19	1920	1080	1	4	2	2	1	2	"Geology"	0	0	0	1	0	0	0	0	7	2
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	"US"	11	64	199	2	3	5	6	7	7	7	4	2	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	2	3	2	1	25	360	640	3	12	5	2	2	4	""	0	0	0	1	0	0	0	0	7	2
5	1	1	5	4	1	5	5	5	5	1	5	3	1	4	5	4	5	1	3	5	3	5	5	1	4	"IN"	17	88	151	4	7	6	6	7	5	1	1	2	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	3	3	2	2	24	1366	768	1	1	1	2	1	3	"Medicine"	0	1	0	0	0	0	0	0	4	2
4	5	4	5	5	3	4	5	5	3	3	4	3	4	1	4	4	4	4	4	1	1	5	4	4	5	"GB"	20	106	173	6	5	3	5	6	1	5	5	2	3	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	2	2	2	1	16	375	667	1	1	1	2	1	2	""	0	0	0	1	0	0	0	1	7	2
5	5	2	5	5	5	5	5	5	5	2	5	5	3	5	5	5	2	4	5	5	5	5	5	4	5	"CA"	1233	74	99	1	6	7	5	5	5	2	1	6	5	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	1	1	2	1	1	14	1366	768	2	6	4	2	1	1	""	0	0	0	1	0	0	0	0	6	2
3	1	3	3	1	4	4	3	1	3	1	1	2	5	3	1	1	4	1	1	1	1	2	1	1	2	"GB"	29	106	205	5	6	4	2	6	5	5	6	2	2	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	3	2	1	16	600	960	1	2	4	2	1	2	""	0	0	0	1	0	0	0	0	4	2
1	5	5	1	5	5	5	4	5	5	5	5	1	5	1	1	1	5	4	1	1	1	1	5	1	5	"US"	11	77	148	6	5	7	3	7	5	5	5	5	2	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	3	2	2	1	19	1366	768	1	2	2	2	1	3	"Physics"	0	0	0	1	0	0	0	0	6	2
1	5	5	4	2	5	5	4	5	5	1	1	5	1	1	1	1	5	1	5	5	1	5	2	1	1	"US"	53	94	362	2	1	6	5	7	6	7	2	5	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	2	1	16	1366	768	1	1	3	2	1	2	"History"	0	0	0	1	0	0	0	0	5	2
4	4	2	3	4	5	5	3	4	5	3	4	3	4	1	1	2	5	1	4	4	4	5	5	2	5	"US"	3	158	311	7	2	5	3	6	1	7	3	3	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	3	2	2	1	45	1280	720	1	12	1	2	3	4	"psychology"	0	0	0	1	0	0	0	0	7	2
4	5	4	4	4	5	5	4	5	4	5	5	4	4	5	5	5	5	5	2	5	4	5	5	5	5	"US"	140	644	195095	5	5	5	6	6	3	7	3	5	3	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	2	3	2	2	17	320	568	1	2	2	2	1	5	""	0	0	0	0	1	0	0	0	6	2
4	3	5	5	4	5	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	"US"	551	68	109	2	4	5	6	4	7	7	5	2	2	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2	2	2	1	25	1366	768	2	7	1	1	1	2	""	0	0	0	1	0	0	0	0	7	2
3	4	4	4	4	2	4	3	2	4	4	2	2	2	5	3	4	4	3	2	2	2	2	2	2	1	"AU"	2	82	90	4	3	5	6	5	6	6	5	6	4	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	2	3	1	1	18	360	640	1	0	1	2	1	2	""	0	1	0	0	0	0	0	0	3	2
2	2	5	5	1	1	2	1	1	5	1	1	1	1	1	4	4	1	1	1	1	1	1	1	1	1	"US"	3	117	167	3	7	6	2	3	6	2	5	6	6	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	2	3	2	2	18	360	640	1	2	1	2	1	1	""	0	0	0	0	1	1	0	0	1	2
4	5	5	5	3	2	3	4	4	5	5	4	4	4	5	5	4	5	5	2	5	2	0	5	3	2	"US"	4	60	78	2	5	3	5	6	5	6	6	4	2	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	2	1	1	14	1920	1080	1	12	2	2	1	4	""	0	0	0	1	0	0	0	0	5	2
5	5	5	5	4	4	4	5	4	4	4	4	5	3	4	5	4	5	5	4	3	3	5	3	4	5	"AU"	4	61	137	6	6	3	7	5	4	5	6	4	2	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	2	1	21	375	667	2	2	2	2	1	1	"Psychology"	0	0	0	1	0	0	0	0	6	2
3	2	4	2	3	5	1	5	5	3	2	1	5	3	1	4	3	5	1	3	4	5	5	5	3	3	"US"	48	105	163	5	5	6	4	4	6	6	2	4	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	2	2	2	1	18	1440	900	1	4	1	2	1	3	""	0	0	0	1	0	0	0	1	5	2
4	2	5	3	4	4	5	4	4	4	2	4	3	2	5	4	2	3	5	2	4	1	4	3	4	3	"GB"	19	53	70	3	6	2	6	3	5	5	7	2	3	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	2	1	18	1366	768	1	2	1	2	1	1	"Psychology"	0	0	0	1	0	0	0	0	6	2
5	5	3	4	4	4	5	2	4	4	5	5	4	4	3	5	5	4	5	4	4	4	3	5	4	3	"PH"	674	50	65	4	5	3	7	4	4	3	6	4	4	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	3	2	1	13	1280	800	1	4	4	2	1	2	"--"	0	1	0	0	0	0	0	0	7	2
4	4	4	1	4	4	4	2	5	4	3	4	4	4	1	2	4	5	1	5	2	4	4	5	2	5	"US"	5	66	107	2	6	7	3	6	6	3	2	6	3	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	2	2	1	1	16	1366	768	1	1	2	2	1	2	""	0	0	0	1	0	0	0	0	7	2
5	5	5	5	4	5	4	2	3	1	5	4	1	4	5	4	2	4	5	3	1	1	3	5	4	5	"US"	1	86	116	7	5	5	7	7	1	6	7	5	5	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	3	2	1	1	24	1366	768	1	6	3	1	1	3	"Music"	0	0	1	0	0	0	0	0	7	2
5	5	5	5	4	3	4	4	4	5	5	3	5	4	3	4	5	3	5	4	2	4	4	4	5	5	"CL"	989	84	98	1	5	7	6	3	7	3	3	7	5	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	3	1	2	26	1366	768	2	1	1	2	1	3	"engineering"	0	0	0	0	1	0	0	0	6	2
4	5	4	4	4	4	4	3	5	5	4	3	4	4	1	3	4	3	4	4	1	2	3	5	5	5	"DE"	28	146	321	5	5	6	3	6	5	6	4	5	3	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	4	1	1	2	34	1366	768	1	6	1	2	1	2	"chemical engineering"	0	0	0	1	0	0	0	0	6	2
4	4	5	4	0	3	3	4	4	4	4	4	3	1	3	5	4	1	3	2	4	2	3	4	3	2	"RO"	53	74	157	1	2	4	5	5	6	4	5	5	5	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	2	3	1	2	20	1680	1050	2	7	1	1	1	1	"Electricity"	0	0	0	1	0	0	0	0	4	2
